Ejecucion,Tama¤o,Insercion,Burbuja,BurbujaOpt,Seleccion,MergeSort,QuickSort,HeapSort,ShellSort
3,630,0,0,0,14737,0,0,0,0
4,630,0,7240,0,0,0,7023,0,0
5,630,1645,2371,4326,0,0,0,0,0
6,630,0,0,9919,0,4230,0,0,0
7,630,1437,0,0,9038,0,0,0,0
8,630,0,0,0,0,0,0,13150,0
9,630,0,5519,3511,2009,0,0,2008,0
10,630,0,4016,3762,2018,2008,0,0,0
1,640,2010,2008,6057,0,4693,0,0,0
2,640,0,0,8276,3030,2899,0,1019,0
3,640,0,6756,0,5398,0,0,0,0
4,640,2012,4040,5071,3373,1453,0,0,1025
5,640,996,5002,3194,3132,0,0,0,0
6,640,1566,4711,2901,0,0,0,0,0
7,640,0,0,0,15679,1614,0,0,0
8,640,2014,0,0,9579,0,0,0,0
9,640,2168,0,6337,1611,0,0,0,0
10,640,0,7998,3952,2012,2012,0,0,0
1,650,0,4084,3473,4764,0,0,0,0
2,650,0,0,7269,3960,0,3135,0,0
3,650,1792,2417,3767,3182,1418,0,0,0
4,650,2007,4078,2013,4281,0,0,0,1564
5,650,0,4730,4581,0,2771,0,0,0
6,650,2990,3958,4244,0,0,1312,0,0
7,650,1573,1971,0,9228,0,0,0,1780
8,650,0,0,7637,2013,0,0,0,2007
9,650,0,4015,2493,3777,0,0,0,0
10,650,0,7601,0,0,0,0,0,8401
1,660,0,7378,0,0,0,0,0,0
2,660,9330,4016,4015,4014,0,0,2006,0
3,660,0,2005,6507,2014,2007,0,0,0
4,660,2005,3064,3682,2012,2967,0,0,0
5,660,0,2346,0,0,10351,0,0,0
6,660,0,2284,0,8727,0,0,0,0
7,660,0,5048,3255,0,0,0,0,0
8,660,0,8586,5689,2334,1294,0,0,0
9,660,0,0,10022,0,2979,0,0,0
10,660,0,3955,4327,3096,1779,0,0,0
1,670,3138,1996,0,8956,0,0,0,1837
2,670,1154,5578,4011,2004,0,0,2009,0
3,670,1006,0,7626,0,0,0,0,0
4,670,0,8271,0,0,0,8751,0,0
5,670,0,0,7397,3095,0,0,0,0
6,670,0,6015,2907,4031,0,0,0,2837
7,670,0,0,8562,0,0,0,4533,0
8,670,0,4010,2004,4009,0,0,0,0
9,670,2004,4318,0,0,0,0,0,0
10,670,0,13338,2393,0,0,0,0,0
1,680,8805,4664,1238,0,0,0,0,0
2,680,0,0,14499,3152,0,0,0,0
3,680,0,0,12527,3128,0,0,0,0
4,680,0,0,0,12624,0,0,0,0
5,680,0,6870,0,0,8856,0,0,0
6,680,0,0,8202,0,3219,0,0,1099
7,680,1015,7704,6878,4813,0,0,0,0
8,680,2801,5668,3181,1612,1671,0,0,0
9,680,0,8060,3912,5044,0,0,0,0
10,680,0,5588,2740,3181,0,0,0,0
1,690,0,11329,4671,5259,0,0,0,0
2,690,0,6936,9506,2030,0,0,4169,0
3,690,2114,2034,6253,2499,0,0,0,0
4,690,3989,3013,5257,0,0,0,0,0
5,690,0,10758,2722,3658,0,0,0,0
6,690,2172,3885,3423,6338,0,0,1543,0
7,690,0,5329,2918,0,0,5511,0,0
8,690,917,1565,8336,0,3006,0,0,0
9,690,2434,3023,5201,0,0,0,0,0
10,690,0,10546,1112,0,6132,0,0,0
1,700,0,0,10079,4760,0,0,0,0
2,700,3897,4239,1757,0,0,0,0,0
3,700,0,0,18436,0,0,0,0,0
4,700,0,9233,3718,2828,2012,0,0,0
5,700,0,6632,0,5986,1105,0,0,0
6,700,0,0,0,13632,1008,0,0,0
7,700,1571,4466,4755,0,0,0,0,0
8,700,1218,3556,0,8494,2008,0,0,0
9,700,2307,0,0,0,0,0,0,0
10,700,13578,0,0,10794,0,2007,0,0
1,710,3222,0,9877,4013,0,0,1760,1013
2,710,2013,2009,7321,3568,0,0,0,0
3,710,2007,4016,6044,3750,0,0,0,0
4,710,0,0,0,14589,2011,0,0,0
5,710,2006,4021,4017,4087,0,0,0,2705
6,710,0,7420,1757,0,0,0,0,0
7,710,0,15764,4267,1521,0,0,0,0
8,710,0,6783,5950,2358,0,0,0,2915
9,710,0,6107,3747,0,3819,0,0,0
10,710,0,3644,6540,3005,0,0,0,0
1,720,0,7934,0,8137,2288,0,0,0
2,720,2011,3526,4297,0,0,0,0,0
3,720,8681,6976,6196,4983,0,0,0,0
4,720,2013,4543,7247,1168,0,3779,0,0
5,720,0,5806,9953,3408,1203,0,1068,0
6,720,2092,7395,5696,4753,1603,0,0,1608
7,720,1544,5645,7022,4500,1333,0,1051,0
8,720,1324,7277,5564,2989,995,0,0,999
9,720,999,7064,4468,2998,1008,0,1270,0
10,720,2740,5007,4161,3004,999,0,1000,0
1,730,2259,6664,5088,3416,0,0,1281,0
2,730,998,5979,5329,3052,0,1034,0,0
3,730,2007,5942,4630,2374,1412,0,507,0
4,730,2035,5213,4087,3784,1419,0,0,0
5,730,1432,4822,4993,3451,997,0,0,0
6,730,1490,6049,6019,2541,2379,0,0,0
7,730,2510,5324,5683,3214,0,0,0,0
8,730,2000,5335,3479,4511,0,1000,0,0
9,730,2018,5546,4968,3231,0,0,1056,0
10,730,1217,5610,3968,3427,0,1111,0,0
1,740,1114,6246,8129,4553,1579,0,0,0
2,740,2772,7583,5109,3419,0,1004,0,0
3,740,1370,5103,5223,1973,1072,0,0,0
4,740,1017,5523,4990,2058,0,0,1033,0
5,740,1998,5522,5006,2013,1000,0,1000,0
6,740,999,4999,4000,3027,1000,0,999,0
7,740,1000,6364,4401,3023,0,0,0,0
8,740,1999,4489,5000,3210,1000,0,0,0
9,740,1999,5325,4553,2025,1401,0,0,1018
10,740,1223,5329,4086,2984,1012,0,1050,0
1,750,2023,5505,5092,2983,0,0,0,0
2,750,2012,5974,4025,2001,0,0,996,0
3,750,2003,4975,5417,3003,0,1001,0,0
4,750,1999,5523,4031,3501,1171,0,1118,0
5,750,1271,6448,4393,3998,1000,0,1000,0
6,750,2997,6012,4978,3637,0,1583,0,0
7,750,2788,6614,6143,4322,1014,0,0,0
8,750,1999,6977,6193,3324,0,0,0,0
9,750,2001,7660,5447,4549,0,0,1573,0
10,750,1543,7231,5863,3924,0,1451,0,0
1,760,2372,7250,4474,3599,999,0,0,0
2,760,999,6001,5000,2999,0,0,0,0
3,760,999,4992,5006,2463,0,0,999,0
4,760,2000,4999,5000,3000,1000,0,0,0
5,760,999,5998,4001,2998,1000,0,1005,0
6,760,1995,5495,4000,2999,1505,0,0,0
7,760,2038,5325,5001,3918,0,0,1186,0
8,760,1207,5442,6021,2998,1000,0,0,999
9,760,1001,6176,4514,3051,1000,0,999,0
10,760,2280,5029,4222,2999,1000,0,1001,0
1,770,1345,6027,4995,3026,0,1016,0,0
2,770,2055,6005,4040,2995,1000,0,1004,0
3,770,2315,7777,4995,4000,1003,0,1013,0
4,770,1994,4988,6000,2999,1001,0,0,0
5,770,997,7008,5021,3972,0,998,0,0
6,770,2002,5894,4917,3151,1635,0,0,1151
7,770,1000,5491,6012,5047,1026,0,1006,0
8,770,1988,4999,4504,4012,0,994,0,0
9,770,1999,4999,3992,4000,0,1002,0,997
10,770,999,6026,5608,4114,0,0,0,0
1,780,2193,6002,5359,2995,1000,0,1000,0
2,780,2005,9039,5043,3007,1502,984,0,0
3,780,1994,6759,5384,3452,535,0,1048,0
4,780,2050,5000,6852,3004,0,994,0,0
5,780,2000,6003,5640,2999,984,0,0,0
6,780,2363,5558,5612,4006,1391,0,986,0
7,780,2322,6072,5396,3644,1086,0,1000,0
8,780,1979,5999,5616,4020,0,0,0,997
9,780,2242,6525,4513,2979,0,0,0,0
10,780,1999,7105,6256,3051,1000,0,999,0
1,790,1492,6021,5135,5001,999,0,0,999
2,790,1000,7077,5437,3051,0,0,0,0
3,790,3006,6391,6283,2978,1288,0,1108,0
4,790,1548,6863,5045,3480,1234,0,0,1053
5,790,1000,6272,5999,4547,999,977,0,1000
6,790,1165,6041,5169,4002,0,0,0,996
7,790,998,6459,5017,3425,1050,0,0,1000
8,790,999,7041,5009,3026,999,999,0,0
9,790,2000,6599,5531,3000,999,0,1000,0
10,790,2329,5000,5695,4426,0,1047,0,0
1,800,2417,6973,6000,2999,1000,0,1000,0
2,800,2006,5993,5000,3999,1007,0,1000,0
3,800,1992,6007,4991,6007,1000,0,0,0
4,800,1999,6516,4995,3999,0,1000,0,0
5,800,1999,6000,5000,3999,0,1000,0,0
6,800,1999,6005,4999,1999,1507,0,1008,0
7,800,1999,6005,4998,4009,999,0,0,1508
8,800,2258,7057,5689,3089,0,0,0,0
9,800,1512,10626,10527,8993,2001,0,1999,1002
10,800,5002,13997,8004,6168,1005,0,997,0
1,810,2996,8585,7407,4810,999,1004,993,0
2,810,4000,11524,8084,3001,1007,989,0,0
3,810,2503,7338,4997,3000,0,1000,0,0
4,810,1999,5999,6000,2999,1000,0,999,0
5,810,1999,6000,7297,4101,0,1010,0,0
6,810,997,8013,4998,2999,1000,0,1001,0
7,810,2517,5999,5000,3999,1003,0,0,996
8,810,999,5999,5002,2997,0,998,0,0
9,810,2000,5999,5999,3000,1003,0,999,0
10,810,1997,7003,5999,2997,1000,0,1000,0
1,820,3299,6984,5178,3779,881,0,998,0
2,820,1998,5845,6564,3999,0,1000,0,0
3,820,1999,6139,4981,3086,0,0,0,0
4,820,2093,6338,4798,4038,1365,0,0,0
5,820,2172,6302,5745,3911,0,1000,0,0
6,820,1999,5995,6409,3020,0,983,0,0
7,820,1442,5634,6205,3173,1538,0,1011,0
8,820,1999,6735,5965,5225,0,0,0,0
9,820,3727,0,8189,8878,1425,0,0,0
10,820,0,5521,0,0,0,0,0,0
1,830,0,0,0,15706,3838,0,0,0
2,830,3125,0,11492,0,0,0,0,0
3,830,0,13541,0,10888,0,0,0,0
4,830,5637,5343,2555,8415,0,0,0,0
5,830,0,6220,9750,0,0,0,0,0
6,830,6422,0,12406,1453,0,0,0,0
7,830,0,8403,5484,4034,0,0,2548,0
8,830,0,4628,7684,4923,0,0,0,0
9,830,3276,9631,5287,2845,3573,0,0,0
10,830,0,5466,10464,1194,0,0,4019,0
1,840,3625,2046,10070,0,0,0,0,0
2,840,0,0,15059,0,0,0,0,0
3,840,0,16091,0,0,0,0,15735,0
4,840,0,0,0,15760,0,0,0,0
5,840,0,0,15726,0,0,0,0,0
6,840,0,16020,5599,0,0,0,0,0
7,840,0,10059,0,0,0,15746,0,0
8,840,0,0,0,15714,0,0,0,0
9,840,0,0,15757,0,0,0,0,0
10,840,0,15790,0,0,0,0,0,0
1,850,15787,0,11623,4088,0,0,0,0
2,850,0,0,15740,0,0,0,0,0
3,850,0,15754,0,0,0,0,0,0
4,850,16953,7582,2185,7759,1143,0,0,0
5,850,0,14074,2822,9029,0,0,0,0
6,850,3048,0,8259,0,0,0,0,0
7,850,15917,6377,5008,4415,2974,0,0,0
8,850,1811,7240,5611,2498,0,0,0,0
9,850,0,12028,5832,0,0,0,0,0
10,850,8498,5911,6127,0,5527,0,0,0
1,860,0,5151,11003,0,0,0,0,0
2,860,0,10336,6582,3721,0,0,0,0
3,860,0,8554,0,12533,0,0,0,0
4,860,0,0,15836,0,0,0,0,0
5,860,0,15311,0,0,0,0,0,0
6,860,0,17474,0,0,0,0,0,0
7,860,0,0,0,17957,0,0,0,0
8,860,0,0,15647,2008,0,0,0,0
9,860,0,13586,4383,0,0,0,0,0
10,860,9546,5552,0,10575,0,0,0,0
1,870,0,0,14317,0,0,0,0,0
2,870,0,15819,0,0,0,0,0,0
3,870,15773,0,0,15748,0,0,0,0
4,870,0,0,15754,0,0,0,0,0
5,870,10621,5059,0,0,0,0,0,15761
6,870,0,0,0,15722,0,0,0,0
7,870,0,17868,6189,2982,1623,0,0,0
8,870,3057,0,15994,0,0,0,0,0
9,870,0,16451,0,16046,0,0,0,0
10,870,0,18318,5070,6418,2010,0,0,0
1,880,6444,11668,6030,4016,2009,0,0,0
2,880,4343,8678,8947,4026,2008,0,0,0
3,880,2018,9568,6042,5268,0,0,1823,0
4,880,2300,6451,10034,6415,0,0,0,0
5,880,3694,8394,8261,6301,0,0,0,0
6,880,0,6243,8462,7660,0,0,2427,0
7,880,0,0,13529,0,0,0,0,0
8,880,0,17539,4272,0,0,0,0,10138
9,880,0,0,0,15879,0,0,0,0
10,880,0,0,20377,8114,0,3583,0,0
1,890,0,13459,8757,7061,5930,0,0,0
2,890,0,12822,5198,0,8041,0,0,0
3,890,3195,2010,11933,3107,0,0,0,0
4,890,0,12615,6815,4071,1305,0,0,0
5,890,2921,6036,8126,3242,1255,0,0,0
6,890,3657,7175,5892,5296,0,0,0,0
7,890,0,13254,6018,5772,0,2009,0,0
8,890,2008,8030,7296,0,0,0,0,0
9,890,10582,0,0,19941,0,0,0,2008
10,890,0,9797,1317,0,0,0,0,0
1,900,15262,8027,7534,6026,0,0,2006,0
2,900,2013,9784,6019,5759,0,0,0,0
3,900,0,0,17544,0,0,0,0,0
4,900,0,19029,7799,5200,1588,0,0,1545
5,900,1542,9815,8616,5707,2016,0,0,0
6,900,0,14014,8052,6955,2011,0,0,0
7,900,4017,8988,8703,7425,0,0,0,0
8,900,0,19100,11310,6691,0,0,0,0
9,900,7877,7793,10912,6524,0,0,0,0
10,900,8850,9409,6457,5749,2714,0,0,0
1,910,6116,45078,9940,5929,0,0,4023,0
2,910,3910,10497,8594,5425,1003,0,994,0
3,910,4448,8682,7000,3996,1004,0,996,0
4,910,4012,9486,7924,5447,997,0,1095,908
5,910,1996,9597,11349,6605,1296,0,0,0
6,910,4005,12418,8522,6000,998,0,999,0
7,910,2980,8780,5838,5779,1000,0,1019,0
8,910,1999,11102,8588,6530,1404,0,1105,1003
9,910,3990,8996,6996,6001,1013,0,0,986
10,910,2003,10025,11608,6740,1387,1025,1019,0
1,920,2583,10044,9386,7025,1000,0,1000,0
2,920,3402,15663,9437,7031,1434,0,992,0
3,920,3479,12567,9947,7488,0,0,0,975
4,920,4027,10072,10554,5525,1000,0,1305,0
5,920,4337,14245,12003,5822,1034,0,1004,0
6,920,3996,9104,7505,7689,1004,995,0,1020
7,920,2996,11436,12587,7164,998,999,0,0
8,920,3997,9721,11142,7121,2001,0,0,1462
9,920,3331,13236,8882,6801,2007,0,1006,0
10,920,2456,11818,10998,6195,999,0,1001,0
1,930,4256,11876,10798,7799,1290,0,0,0
2,930,2280,12434,10054,6514,1193,0,0,0
3,930,2005,11524,9845,6682,998,0,999,0
4,930,4087,10278,10372,6262,1344,0,0,1423
5,930,3020,10602,9088,4997,1000,0,999,0
6,930,2003,10861,9145,4547,1002,0,1001,0
7,930,3998,13040,10674,7048,1004,0,999,999
8,930,2973,9527,8977,6006,1993,0,0,996
9,930,3010,13264,10111,9783,997,0,0,1308
10,930,3563,11702,10556,6746,0,1442,0,1054
1,940,3528,11598,10250,6285,998,0,1012,0
2,940,3000,11135,9650,6737,997,1091,0,997
3,940,4003,11036,11081,6901,1065,0,997,1007
4,940,3583,11776,11470,7617,1458,982,0,0
5,940,3436,9026,9631,5482,1507,1026,0,1067
6,940,4048,10390,7015,5553,0,0,0,1001
7,940,3010,7986,8466,5529,1971,0,1017,0
8,940,3998,12994,10810,5763,1000,0,0,0
9,940,1980,12190,7000,5004,0,1513,0,1014
10,940,3238,11867,10129,6562,2053,0,0,1049
1,950,3123,10480,10999,5051,0,999,0,998
2,950,3483,11465,9012,6515,2017,0,1000,0
3,950,4996,12021,8050,5000,999,0,977,0
4,950,3121,9371,10449,6429,1991,0,0,1484
5,950,2618,12496,9131,6578,514,0,1016,0
6,950,3035,10378,8718,7644,1000,1004,0,994
7,950,3003,11190,9787,6356,1000,0,1517,0
8,950,2464,12005,13023,7006,1994,0,1001,996
9,950,4004,13026,11516,6387,0,0,0,1070
10,950,3191,11747,10059,7013,987,0,1001,0
1,960,4014,10539,10530,6000,1459,997,0,0
2,960,4023,8979,12074,8013,970,1026,0,1066
3,960,4366,11036,10467,6387,1007,0,1000,0
4,960,2992,10923,11410,7158,1002,1082,0,0
5,960,4017,8521,12169,7637,1379,0,1245,0
6,960,4966,12554,10973,6992,1001,0,1047,0
7,960,3589,11759,9833,6507,1002,0,997,0
8,960,2994,9000,9612,5046,0,1004,0,980
9,960,2999,9456,7912,7806,1132,0,1100,978
10,960,3442,12414,8638,6437,1137,1006,0,994
1,970,3996,12402,10022,7424,999,994,0,0
2,970,4068,14105,8635,7597,1038,0,1303,0
3,970,3505,12238,9419,6901,1001,993,0,0
4,970,3233,13478,8870,7685,1004,0,999,0
5,970,4142,11552,10170,4034,1001,511,0,1013
6,970,2248,13540,11383,7455,1003,0,1279,0
7,970,2756,12250,10949,5001,2138,0,1018,0
8,970,2991,12516,11179,6304,994,0,1000,0
9,970,3016,10280,9926,6022,1000,999,0,1000
10,970,1993,12778,11306,6331,990,0,0,1046
1,980,3196,12500,10839,8278,1001,1000,0,999
2,980,3998,18376,15982,10555,1004,0,0,1002
3,980,4475,14279,12451,5290,1418,0,1122,0
4,980,2432,13400,12483,6589,1017,0,995,0
5,980,3496,12526,11553,7595,1513,0,0,1078
6,980,1994,10665,8671,5435,1002,1009,0,0
7,980,3521,10007,8795,5249,1007,0,0,1014
8,980,2003,12216,10403,7110,2068,0,0,1350
9,980,3406,13123,12211,6087,1352,0,1183,0
10,980,2471,10524,10007,5143,1223,0,1033,0
1,990,4282,10279,8971,6018,1024,0,1392,0
2,990,2494,10380,8608,5004,989,1009,0,1013
3,990,3221,13977,8021,3985,1222,0,0,1012
4,990,2594,9465,7851,6289,0,1480,0,1293
5,990,1988,10800,9267,5733,1979,0,1022,0
6,990,3360,9907,9844,8028,1588,0,1607,0
7,990,4800,13892,8522,5986,1008,0,1079,0
8,990,2095,12037,10008,5992,1001,998,0,1014
9,990,3995,10261,7968,4999,999,0,1004,1001
10,990,1992,10007,7901,7007,996,995,0,0
1,1000,4990,10343,8095,6306,1118,0,0,1428
2,1000,3606,11092,11274,7363,997,0,0,726
3,1000,3000,10828,10024,6563,805,0,1002,0
4,1000,4000,10716,8980,6388,1005,0,1148,0
5,1000,3499,10418,8752,6140,986,0,0,998
6,1000,2065,10260,8867,6974,1194,855,0,953
7,1000,2534,10260,9654,5016,1000,0,0,995
8,1000,2315,10036,9163,5738,0,0,0,1402
9,1000,2045,11254,8366,5016,1305,0,934,0
10,1000,2988,12456,8495,5834,1018,998,0,0
,,,,,,,,,
Promedios por tama¤o:,,,,,,,,,
Tama¤o,Insercion,Burbuja,BurbujaOpt,Seleccion,MergeSort,QuickSort,HeapSort,ShellSort,
10,0,0,0,0,0,0,0,0,
20,0,0,0,0,0,0,178.3,0,
30,0,0,0,0,0,0,0,0,
40,0,0,0,0,0,0,0,0,
50,0,0,0,0,0,0,0,0,
60,0,0,0,0,0,124.1,0,0,
70,0,0,0,0,579.7,0,0,0,
80,0,652.6,0,0,0,0,0,0,
90,0,0,0,125.3,0,0,0,0,
100,0,0,0,0,762.7,0,0,0,
110,0,0,0,0,200.8,0,0,0,
120,0,0,742.7,0,0,0,0,0,
130,0,637.1,604.2,0,0,0,0,0,
140,200.8,0,593.7,0,0,0,236.9,0,
150,200.5,200.4,0,458.8,0,0,301.9,0,
160,0,0,494.9,0,0,0,495,0,
170,0,292.6,201.3,415.8,201.5,0,191,0,
180,0,287.1,510.1,200.7,0,593.8,0,0,
190,0,298.8,177.8,283.6,443.1,0,0,0,
200,0,561.1,1030.1,0,0,0,0,0,
210,50.5,890.8,521.4,50.4,50.7,0,132.3,0,
220,0,250.5,761.1,599.8,0,104.6,0,0,
230,200.5,1174.3,200.9,604.1,0,0,0,188.5,
240,325.3,885.9,572.6,0,0,241,0,0,
250,1488.7,1276.9,148.8,0,0,0,0,0,
260,0,304.6,993.3,1418.5,0,0,0,0,
270,0,807.9,402,401.3,916.2,0,401.7,0,
280,338.3,760.4,611.2,444.6,421.2,0,100,99.9,
290,99.9,951.9,648.3,500,0,99.9,199.4,100,
300,201.3,1050.1,639,804.3,104.9,0,116.9,198.5,
310,410.1,833.5,833.6,526.9,301.1,116.4,99.8,0,
320,282.2,1344.3,509.4,508.2,98.2,0,200.9,219.7,
330,226.7,1021.1,1080.3,532.5,102.5,103,417,0,
340,267.3,1326.5,1004.8,742.1,436.1,0,165.3,0,
350,399.7,1200.3,1032.5,503.8,500.3,0,0,99.9,
360,399.7,1445.2,1225.9,830.8,300,0,99.9,199.5,
370,568.1,1354.9,1201.7,531.3,497.9,200,100,0,
380,693.9,1197.9,1207.2,815.3,392.7,0,0,99.9,
390,623.8,1550.9,1171.7,899.7,509.7,100,0,299.8,
400,453.4,1779.8,1164.9,1370,103.6,103.4,199.9,303.3,
410,499.6,2608.3,1808.3,1198.9,846.4,0,99.9,100,
420,708.2,1567.1,1789.6,1165.2,470.1,101.5,0,142.1,
430,608,1797.8,1775.2,1156.9,325.2,200.1,205.3,119.1,
440,904.8,1804.6,1216.5,1064.6,929.7,0,100.1,0,
450,645.4,1914.4,1886.5,992.4,300,199.9,199.9,0,
460,671.7,2106.4,1673.2,1184.2,482.7,100,305.5,0,
470,634.1,2221.4,1814.2,1502,630.7,0,100,402.7,
480,402.1,2548.4,1827,1578.4,299.7,0,450.4,200,
490,898.6,2239.1,2073.6,1747.8,400.3,235.7,399.9,102.1,
500,651.2,2664,2229.1,1627.4,343.5,0,399.9,100,
510,837.9,2939.1,2018.8,1483.3,395.5,123.2,298.9,254.3,
520,847.9,2824.1,2328.5,1819.8,99.7,197.8,299.8,199.8,
530,734.4,2566.5,2203.5,1563.7,500,99.6,101.8,340.4,
540,807.8,3131,3399.4,2483.8,603.8,0,99.9,629.6,
550,1350.7,4439,3223.8,3551.4,448.1,400.9,451.5,142.4,
560,719.4,3789.4,3196.6,1886.7,402,299.9,201.9,200,
570,967.9,2990,2439.9,1600.8,1736.2,341.3,401.3,0,
580,1073.4,3038.9,3065.3,2496.8,80.6,185.5,214.9,200.9,
590,376.2,3693.5,3954.6,2968.1,551,0,201.1,402.2,
600,756,4928.1,1645.1,2887.5,187.1,0,0,175.4,
610,401.8,6364.9,2525.1,1206.5,604.9,0,401.2,0,
620,1161.8,3829,3545.7,1750.3,1771.2,0,200.5,0,
630,1132.2,2876.4,2900.9,2780.2,623.8,702.3,1515.8,0,
640,1076.6,3051.5,3578.8,4381.4,1267.1,0,101.9,102.5,
650,836.2,3285.4,3547.7,3120.5,418.9,444.7,0,1375.2,
660,1133.5,3868.2,3749.7,2219.7,2137.7,0,200.6,0,
670,730.2,4352.6,3490,2209.5,0,875.1,654.2,467.4,
680,1262.1,3855.4,5317.7,3355.4,1374.6,0,0,109.9,
690,1162.6,5841.8,4939.9,1978.4,913.8,551.1,571.2,0,
700,2257.1,2812.6,3874.5,4649.4,613.3,200.7,0,0,
710,924.8,4976.4,4952,3689.1,583,0,176,663.3,
720,2140.4,6117.3,5460.4,3594,942.9,377.9,438.9,260.7,
730,1796.6,5648.4,4824.4,3300.1,620.7,314.5,284.4,0,
740,1549.1,5648.3,5049.7,2828.5,806.4,100.4,408.2,101.8,
750,2063.6,6291.9,5158.2,3524.2,318.5,403.5,468.7,0,
760,1589,5670.7,4723.9,3102.4,750.4,0,519,99.9,
770,1669.4,5921.4,5008.4,3731.6,566.5,401,302.3,214.8,
780,2114.7,6406.2,5567.1,3315.7,749.8,197.8,503.3,99.7,
790,1553.7,6376.4,5432,3693.6,756.8,302.3,210.8,504.8,
800,2318.3,7517.9,6020.3,4526.1,851.9,200,600.4,251,
810,2200.7,7245.9,6078.3,3390.3,701.2,500.1,499.2,99.6,
820,2072.8,5549.3,5403.4,3910.9,520.9,298.3,200.9,0,
830,1846,5323.2,6512.2,4945.8,741.1,0,656.7,0,
840,362.5,6000.6,6221.1,3147.4,0,1574.6,1573.5,0,
850,6201.4,6896.6,6320.7,2778.9,964.4,0,0,0,
860,954.6,7596.4,5345.1,4679.4,0,0,0,0,
870,2945.1,7351.5,5732.4,5691.6,363.3,0,0,1576.1,
880,1879.9,6854.1,8595.4,5767.9,401.7,358.3,425,1013.8,
890,2236.3,8519.8,6135.2,4849,1653.1,200.9,0,200.8,
900,3956.1,10595.9,9294.6,5603.6,832.9,0,200.6,154.5,
910,3545.9,13466.1,8635.9,5845.2,1010.2,102.5,1125,289.7,
920,3460.4,11790.6,10244.1,6786.1,1147.7,199.4,630.8,345.7,
930,3119.5,11510.8,9962,6638.4,1082.1,144.2,399.8,578,
940,3382.4,10999.8,9550.2,6143.3,1104.9,461.2,302.6,613.5,
950,3303.8,11417.9,10074.4,6397.9,1050.2,200.3,651.2,554.2,
960,3740.2,10518.1,10361.8,6798.3,1008.9,511.5,538.9,401.8,
970,3194.8,12513.9,10185.9,6475.4,1116.8,349.7,559.9,305.9,
980,3099.2,12761.6,11339.5,6733.1,1260.5,200.9,433.3,544.3,
990,3082.1,11100.5,8696.1,5904.1,1080.6,448.2,610.4,533.3,
1000,3104.2,10766.3,9167,6133.8,942.8,185.3,308.4,650.2,
